Size,Weight,Sweetness,Softness,HarvestTime,Ripeness,Acidity,Quality
-0.7861263631687259,0.7342944323669439,1.0390722977519578,-0.2940086864312028,-3.4401652151420916,3.7908797646561156,0.04732562913991249,Good
-0.24534915222818543,-4.660199495042444,-0.6716821331130206,2.0138714005043474,-3.0374887200938003,-1.0810599029911603,-1.7260228526376695,Good
-3.6300782878235633,-2.1393283816798014,-0.031117140297219348,-2.2391351810643068,0.3940916130490778,-1.591459125505811,-0.8679219413896303,Good
-4.208825445871834,-6.087941037606176,1.049275974815435,4.696982814054864,0.9446719908403477,0.21283995378231646,0.6875737550207001,Good
0.7841921643121044,-3.8329425100854015,-1.463892879243462,-2.3269328826027906,0.16211041220833688,4.622781589380884,1.40053290760604,Good
0.17278324421380997,1.515247361683306,-1.8104900426385957,0.8467074149783889,-2.26440397888836,-0.04304783715343452,-1.4861479045145736,Good
-2.8780869758533045,-1.4011330566829736,0.7220183313214996,0.06755301386263532,-4.293909261857696,0.49060174837439946,-1.1927488468441283,Good
-1.9648372693028973,1.7344155026534058,-1.8221382668818016,0.8540911892265499,-1.0163763668826267,-0.9452398759631016,1.8963750490258904,Good
2.0158019052370904,-0.5818789671548941,1.6442880005158027,-3.6025681298601735,-2.6487058828160874,1.0136372667126952,3.2249835632284447,Good
-0.6064798570594567,-1.6429048178727979,1.2469126032558913,-1.2417419416196345,-0.7260613249713899,4.950640611224791,2.614475863531402,Good
-2.527584978722486,0.1024316468592591,1.575767923613251,-1.170802159042287,0.2695562522784728,3.281458782734724,0.2868294041649042,Good
0.7775186842119959,0.580009556396245,-1.546708544847561,-0.48466683120030557,-2.524805078483853,-2.1283796122121332,-0.5403741783402682,Good
2.4624313675695557,1.3338956003569318,-1.2339462627213504,-3.0726182527163965,-2.8997799934125297,2.916206235270078,2.8159598959369414,Good
2.9617429676477665,4.70933016768886,2.5937090112741084,-3.0677958286176183,-0.21581019059079254,-0.24267203119592828,0.14143203438223897,Good
-1.400674980485841,3.1152668112467587,-2.487379178649027,0.9153553107551256,-0.100463067520982,1.3153262227842837,-3.989606262424718,Good
-2.468044697928626,1.5642796467337923,-0.04940750727350285,-1.3265036843059512,-0.15941542319803115,-2.04310840839768,3.044553185637947,Good
-2.3010873781117533,-2.0825616748506386,-1.9876504074172285,3.3052568065688224,1.955005285813042,3.015786595915236,0.5090670621196152,Good
0.3181917957194256,-0.8581084535734318,-0.5447321770585141,0.9424126739909877,-0.7528828130331304,1.747165088179961,3.215836513418364,Good
-2.393819745993669,1.3026091571526979,-2.2717516078286906,1.2576802359897508,1.9432251850733344,-3.058163967487019,1.3435047412226508,Good
-3.8135943999484088,-2.6690157975997435,-4.7644370942313365,1.2815296883044391,1.8475400429309143,-1.791164841183174,2.747125554948515,Good
-2.585954800075063,-4.520495645626215,-1.7760435528055247,1.1321909159507846,-2.3593774717869076,0.9203465690574733,-1.0070872717852377,Good
-0.2652866053819851,-0.4146187742141262,-0.023433907340574045,-2.461107062195755,-2.285820907227304,2.106277163884589,2.934017811634428,Good
-0.4731424977535401,1.782567475001695,-0.22593018951017085,-1.321740670415056,-3.5506303394719856,-1.096478936153013,0.7036680141419329,Good
-1.2843919419691423,-1.4239799723429682,-0.6777106753900736,-3.3570899673538195,0.6030465586750694,-2.085572127759974,0.25494431280046165,Good
-1.1725354119244664,-0.8167162742472177,-0.7518780218666109,2.9060538120752977,-2.5253965743073783,1.0958488189517124,2.4297959392896877,Good
-2.6663521287448733,-1.9705451044222797,-0.082311072862429,-1.6138397366842046,-0.623559730685529,0.2613599365856918,-2.3099486824877515,Good
-4.565359692690204,-0.3424516991841396,1.7951666698175368,0.9197502280407193,0.7319855555296902,2.947621829253247,-0.6847148369028739,Good
0.28982413954160613,1.3800580652656107,0.34965009993751894,0.09487674047501199,-2.3481412871764142,-0.0032797375588491384,3.852546684568384,Good
-2.8361790322246474,0.21824436453335583,1.4317761537341698,0.11341557988482376,-0.6858301758048636,2.353985463461538,-2.4059993502696733,Good
-1.8293343185955768,-0.8098250478324748,-1.7175386488283169,-3.488413507533737,-0.9932511001035458,-2.7203547211798598,4.103158328634883,Good
-0.9603027257066779,-1.1208549620497505,0.4590021890412863,-0.1255518624491726,2.4333614573688123,-1.1672762871967404,-0.41609116709270955,Good
-1.102181325956375,-2.594269333497109,0.9890357141064896,-4.014381912398253,-1.712897369295407,0.6646498537284773,-1.3091870305491244,Good
-0.16293494913177176,1.181007701330823,-3.3572312787859184,-0.30213190664152495,-1.247184954764403,1.735364605876001,1.7601716960984921,Good
-5.836049871079137,-1.7726892154396654,-0.5057201883276803,0.8691926070725985,-1.3820377163082407,-0.6350002391666307,-0.916334231469294,Good
-0.7803803564180389,1.366526415358337,0.7111321782569937,-0.5769056125221004,-1.9450261457087912,0.12711238788835066,-1.5112359696636004,Good
-1.09882830905336,-1.9140046557484256,-2.7447440877121534,2.0388342282635494,-0.7987827527283936,-0.839240557245508,-2.1988833944285524,Good
-1.9180856360564131,-0.761308315382887,-2.6694652668338246,-2.8938024086030945,1.1066095095506934,1.386779902536985,-3.7868068886771713,Good
-1.4901572692353717,-1.6207284108973279,-0.2625160793810597,-0.707374068475474,-1.0059930724483546,-1.678187682914558,-2.198507558303452,Good
-0.5277483514482277,1.3063960784020043,1.8372018385212032,2.567082527303162,-1.6530166184076651,-2.547853787110542,-2.0664591710076268,Good
-1.7945827389906948,-1.8269567331805918,0.13672749393918404,1.5546833562599205,3.979321241787256,0.4718942394870896,1.4418304562391338,Good
-3.413664020094804,-2.2893904792806015,-1.525478577803018,-0.796790499837867,0.07637560647832675,-1.7384771510603128,0.4450218282471671,Good
-2.1543276171760377,-0.327893525194781,-0.3887864806688419,2.0777335948581928,0.24791103530751046,3.5812014450446457,0.6171930739681448,Good
-1.4815164006787056,2.3207314992241357,0.03376954344002092,-0.7597040247514647,-1.373820382003185,1.9739125982458108,-2.7114383604031844,Good
1.450838298936428,-0.8980629192372809,-0.7147024210931204,-2.345954750149089,-2.9398123850919355,0.5557302460055211,-0.33473191527744045,Good
1.4875461895560644,-0.7492383352558067,-2.5295015261006095,-0.18779473342960384,-1.7310504881468922,-1.6386418394938138,1.3289572164765482,Good
1.386076231252136,-1.8934567464201097,-2.394553912170088,0.4282472686787368,-0.8174154437255446,1.65156788627664,2.205415068882652,Good
-0.962882318687201,-0.6195324450120714,-0.17342514226230765,-0.6236051358352263,-2.992925159813487,2.427994758396429,0.5469261352357253,Good
-0.6438988975315431,-1.222009860477644,0.28938391040901457,0.058217526172606025,-2.807932437214543,0.0005661982244046238,-0.6515129303837257,Good
-1.8214038533496992,-5.045425463697882,0.09845610503737146,0.1079408097661029,2.870978802832576,1.5270406568646642,-1.7674131765880374,Good
0.16653325706871902,-2.2979289664585947,-2.4696964821608196,-0.11154157919512492,-3.9658437506552593,4.814090211142365,5.2506503567530975,Good
-1.1317944030242688,-0.2726179785785627,0.5228181960886373,1.8175137295425632,1.6329521215161966,2.5577054403490784,4.077253248390572,Good
-0.814437591351096,-1.8224815656657993,-0.40477773534991546,1.463524044821993,-2.3439595816995187,1.5803167222182872,0.14484848724969215,Good
0.6306398456535665,1.0310191527818025,2.733372235330603,0.5918523926395376,-2.074599648662514,1.7607740853437472,1.3666435291326053,Good
